"jobId","jobId1","employerId","Location_X","Location_Y","buildingId","participantId"
"1023","1023","1735","-3837.636675203619","5492.86911075103","749","867"
"1023","1023","1735","-3837.636675203619","5492.86911075103","749","875"
"1023","1023","1735","-3837.636675203619","5492.86911075103","749","599"
"1023","1023","1735","-3837.636675203619","5492.86911075103","749","605"
"1024","1024","1735","-3837.636675203619","5492.86911075103","749","49"
"1025","1025","1735","-3837.636675203619","5492.86911075103","749","633"
"1026","1026","1735","-3837.636675203619","5492.86911075103","749","792"
"1026","1026","1735","-3837.636675203619","5492.86911075103","749","802"
"1026","1026","1735","-3837.636675203619","5492.86911075103","749","824"
"1026","1026","1735","-3837.636675203619","5492.86911075103","749","756"
"1026","1026","1735","-3837.636675203619","5492.86911075103","749","773"
"1027","1027","1735","-3837.636675203619","5492.86911075103","749","782"
"1027","1027","1735","-3837.636675203619","5492.86911075103","749","849"
"1028","1028","1735","-3837.636675203619","5492.86911075103","749","584"
"1029","1029","1736","-3588.8792873039974","6178.752204471673","521","895"
"1030","1030","1736","-3588.8792873039974","6178.752204471673","521","594"
"1031","1031","1736","-3588.8792873039974","6178.752204471673","521","585"
"1032","1032","1736","-3588.8792873039974","6178.752204471673","521","945"
"1033","1033","1736","-3588.8792873039974","6178.752204471673","521","83"
"1034","1034","1737","-4153.336133623585","5376.423146435112","1041","259"
"1035","1035","1737","-4153.336133623585","5376.423146435112","1041","110"
"1036","1036","1737","-4153.336133623585","5376.423146435112","1041","631"
"1037","1037","1737","-4153.336133623585","5376.423146435112","1041","23"
"1038","1038","1737","-4153.336133623585","5376.423146435112","1041","749"
"1039","","1737","-4153.336133623585","5376.423146435112","1041",""
"1040","","1737","-4153.336133623585","5376.423146435112","1041",""
"1041","1041","1737","-4153.336133623585","5376.423146435112","1041","332"
"1042","1042","1738","-3796.1198513891923","6367.922072582076","627","814"
"1043","1043","1738","-3796.1198513891923","6367.922072582076","627","782"
"1043","1043","1738","-3796.1198513891923","6367.922072582076","627","798"
"1043","1043","1738","-3796.1198513891923","6367.922072582076","627","849"
"1043","1043","1738","-3796.1198513891923","6367.922072582076","627","916"
"1044","1044","1738","-3796.1198513891923","6367.922072582076","627","959"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","789"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","793"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","808"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","818"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","825"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","828"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","847"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","574"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","858"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","859"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","860"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","862"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","867"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","599"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","603"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","896"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","621"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","262"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","757"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","762"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","768"
"1045","1045","1739","-3873.9638746980395","5651.680013350011","1028","392"
"1046","","1739","-3873.9638746980395","5651.680013350011","1028",""
"1047","1047","1739","-3873.9638746980395","5651.680013350011","1028","1006"
"1048","1048","1739","-3873.9638746980395","5651.680013350011","1028","995"
"1049","1049","1740","-3819.3395451914357","5136.905970442903","206","282"
"1050","1050","1740","-3819.3395451914357","5136.905970442903","206","614"
"1051","1051","1740","-3819.3395451914357","5136.905970442903","206","850"
"1052","1052","1741","-3707.0822804277777","5086.911895550575","990","122"
"1053","1053","1741","-3707.0822804277777","5086.911895550575","990","793"
"1054","1054","1742","-3297.4064056514912","7156.152298524017","331","989"
"1055","1055","1742","-3297.4064056514912","7156.152298524017","331","794"
"1055","1055","1742","-3297.4064056514912","7156.152298524017","331","824"
"1055","1055","1742","-3297.4064056514912","7156.152298524017","331","831"
"1055","1055","1742","-3297.4064056514912","7156.152298524017","331","761"
"1056","1056","1742","-3297.4064056514912","7156.152298524017","331","351"
"1057","1057","1742","-3297.4064056514912","7156.152298524017","331","774"
"1057","1057","1742","-3297.4064056514912","7156.152298524017","331","526"
"1057","1057","1742","-3297.4064056514912","7156.152298524017","331","862"
"1057","1057","1742","-3297.4064056514912","7156.152298524017","331","864"
"1057","1057","1742","-3297.4064056514912","7156.152298524017","331","628"
"1057","1057","1742","-3297.4064056514912","7156.152298524017","331","663"
"1057","1057","1742","-3297.4064056514912","7156.152298524017","331","757"
"1058","1058","1742","-3297.4064056514912","7156.152298524017","331","465"
"1059","1059","1742","-3297.4064056514912","7156.152298524017","331","702"
"1060","1060","1742","-3297.4064056514912","7156.152298524017","331","480"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","790"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","792"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","794"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","831"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","839"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","884"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","756"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","761"
"1061","1061","1743","-3748.3766341391333","5264.252683412442","808","773"
"1062","1062","1743","-3748.3766341391333","5264.252683412442","808","471"
"1063","1063","1743","-3748.3766341391333","5264.252683412442","808","921"
"1064","1064","1743","-3748.3766341391333","5264.252683412442","808","920"
"1064","1064","1743","-3748.3766341391333","5264.252683412442","808","762"
"1065","1065","1743","-3748.3766341391333","5264.252683412442","808","857"
"1066","1066","1744","-3588.3242190090755","6798.416765323038","187","319"
"1067","1067","1744","-3588.3242190090755","6798.416765323038","187","699"
"1068","1068","1744","-3588.3242190090755","6798.416765323038","187","798"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","792"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","794"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","806"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","817"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","824"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","831"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","884"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","756"
"1069","1069","1744","-3588.3242190090755","6798.416765323038","187","773"
"1070","1070","1744","-3588.3242190090755","6798.416765323038","187","649"
"1071","1071","1745","-3209.738139187618","6557.838945386657","953","457"
"1072","1072","1745","-3209.738139187618","6557.838945386657","953","785"
"1072","1072","1745","-3209.738139187618","6557.838945386657","953","789"
"1072","1072","1745","-3209.738139187618","6557.838945386657","953","791"
"1072","1072","1745","-3209.738139187618","6557.838945386657","953","793"
"1072","1072","1745","-3209.738139187618","6557.838945386657","953","799"
"1072","1072","1745","-3209.738139187618","6557.838945386657","953","818"
